task,worker,label,gt
t393,w756,3,5
t357,w614,1,5
t792,w137,3,3
t876,w364,1,1
t741,w519,2,3
t357,w796,4,5
t658,w731,3,3
t919,w772,5,5
t669,w64,3,3
t262,w256,5,1
t531,w152,1,5
t854,w787,5,5
t1015,w500,5,4
t1019,w399,5,5
t296,w137,3,3
t989,w436,3,3
t271,w727,5,5
t745,w605,5,5
t481,w169,5,5
t622,w764,5,4
t668,w293,2,3
t88,w84,3,2
t344,w769,5,5
t839,w69,3,3
t70,w182,3,3
t499,w718,3,3
t329,w31,1,3
t2,w273,3,3
t243,w324,3,3
t247,w30,3,3
t346,w206,2,3
t213,w3,1,1
t943,w507,5,1
t988,w774,3,3
t714,w763,3,3
t387,w189,2,2
t576,w61,3,3
t458,w502,5,5
t456,w535,5,5
t178,w42,5,1
t51,w819,5,5
t330,w167,3,3
t308,w798,3,3
t691,w144,5,5
t965,w399,3,3
t732,w641,5,5
t276,w120,3,3
t980,w681,1,5
t349,w344,1,3
t141,w410,5,5
t462,w511,1,3
t1019,w635,1,5
t237,w136,3,3
t861,w78,3,3
t107,w197,5,5
t158,w151,3,3
t922,w242,3,3
t633,w657,3,3
t919,w584,5,5
t776,w267,3,3
t89,w807,5,4
t874,w409,1,5
t226,w469,3,3
t937,w55,1,5
t681,w481,3,3
t270,w735,1,3
t153,w594,3,3
t218,w359,5,5
t689,w723,2,2
t936,w152,1,1
t551,w788,1,1
t463,w446,3,3
t729,w658,3,3
t546,w668,5,5
t551,w162,1,1
t137,w670,2,3
t493,w781,3,3
t560,w504,2,2
t416,w236,3,5
t204,w725,3,3
t409,w40,3,3
t953,w46,5,5
t559,w660,4,1
t599,w569,2,3
t109,w73,3,3
t1028,w589,3,2
t1019,w447,5,5
t716,w156,3,3
t423,w679,4,5
t268,w206,5,5
t296,w664,3,3
t921,w681,3,3
t523,w267,3,3
t945,w811,2,3
t27,w111,3,3
t88,w443,2,2
t456,w50,5,5
t990,w414,5,5
t947,w525,3,5
t761,w277,3,3
t180,w49,5,5
t766,w703,3,5
t357,w495,4,5
t693,w636,5,5
t559,w638,1,1
t230,w492,3,3
t877,w151,3,3
t96,w268,3,3
t225,w606,3,3
t465,w93,5,5
t794,w60,5,5
t109,w413,2,3
t294,w762,3,3
t786,w98,5,4
t1032,w453,5,5
t352,w763,3,3
t795,w120,5,5
t1002,w816,3,3
t598,w355,1,3
t409,w360,1,3
t161,w799,3,3
t653,w824,3,4
t396,w132,1,3
t1045,w405,3,3
t422,w199,3,3
t338,w139,2,2
t537,w578,4,4
t294,w18,3,3
t657,w813,4,5
t86,w6,3,3
t16,w384,3,3
t269,w501,3,2
t934,w524,5,5
t252,w453,1,1
t515,w405,3,3
t883,w265,5,5
t768,w485,4,4
t267,w173,2,4
t619,w312,3,3
t345,w715,5,5
t550,w477,5,5
t844,w567,5,5
t603,w382,3,3
t124,w598,1,1
t864,w494,5,5
t433,w550,5,5
t80,w389,5,1
t26,w82,5,5
t1027,w724,3,3
t834,w256,2,5
t197,w678,3,3
t1006,w483,5,5
t972,w158,3,1
t532,w671,5,5
t937,w241,5,5
t103,w30,5,5
t919,w433,4,5
t81,w412,5,5
t927,w498,5,5
t767,w268,3,3
t433,w800,5,5
t855,w696,3,3
t1026,w650,3,1
t919,w680,5,5
t406,w13,1,3
t120,w693,4,4
t2,w716,3,3
t541,w272,5,5
t175,w494,5,5
t220,w802,3,3
t160,w657,3,3
t32,w721,4,5
t844,w795,5,5
t995,w313,3,3
t450,w575,3,3
t503,w560,3,3
t80,w365,1,1
t487,w312,5,5
t419,w453,2,2
t653,w60,3,4
t921,w11,3,3
t767,w277,3,3
t887,w665,3,3
t946,w209,3,5
t632,w99,5,5
t858,w595,3,3
t222,w391,2,3
t679,w565,3,3
t801,w60,3,3
t363,w479,4,4
t1006,w373,5,5
t712,w607,5,5
t54,w379,1,3
t730,w721,3,3
t130,w244,1,5
t718,w331,2,3
t624,w170,5,3
t424,w614,3,3
t561,w696,3,1
t623,w813,2,3
t866,w223,3,3
t738,w237,3,3
t312,w277,3,3
t205,w799,1,3
t859,w235,5,5
t246,w317,5,5
t368,w95,1,3
t173,w578,3,3
t493,w80,3,3
t462,w499,3,3
t984,w767,3,1
t385,w715,2,1
t873,w238,1,3
t35,w534,3,5
t486,w586,2,2
t870,w128,5,5
t226,w165,2,3
t967,w119,5,5
t1016,w768,3,3
t846,w344,5,4
t589,w151,3,2
t622,w751,4,4
t207,w670,3,3
t298,w474,1,5
t757,w416,3,2
t12,w327,1,1
t1011,w260,3,3
t760,w195,3,3
t413,w682,2,3
t742,w27,5,5
t260,w679,3,3
t827,w278,3,3
t169,w754,3,3
t729,w657,3,3
t611,w36,3,3
t756,w726,3,3
t324,w643,5,3
t87,w512,3,3
t455,w437,3,3
t778,w186,3,3
t261,w795,5,4
t303,w84,3,1
t296,w634,3,3
t659,w751,3,3
t540,w513,3,3
t299,w696,3,3
t820,w11,3,3
t467,w129,5,5
t158,w621,3,3
t1006,w84,5,5
t133,w139,1,5
t860,w213,1,3
t948,w560,5,5
t1018,w242,4,5
t873,w634,3,3
t65,w453,1,3
t686,w353,3,3
t866,w630,3,3
t816,w362,3,3
t956,w802,3,3
t695,w745,2,2
t1018,w555,5,5
t140,w797,1,3
t221,w472,3,3
t818,w466,1,5
t382,w454,1,1
t387,w606,3,2
t984,w515,3,1
t515,w356,2,3
t20,w210,3,2
t346,w223,2,3
t816,w344,3,3
t213,w266,3,1
t420,w210,3,3
t270,w420,3,3
t529,w289,5,5
t550,w579,5,5
t293,w241,5,5
t69,w442,5,4
t374,w657,3,3
t435,w578,3,3
t579,w354,3,3
t1027,w27,3,3
t163,w384,3,3
t508,w772,1,1
t557,w315,3,1
t249,w218,1,3
t386,w578,1,3
t140,w221,1,3
t992,w492,5,5
t764,w790,1,3
t447,w467,4,4
t331,w765,4,5
t38,w502,4,4
t1027,w242,3,3
t411,w184,1,3
t1019,w480,5,5
t538,w163,5,5
t954,w413,3,3
t34,w700,3,3
t585,w663,5,5
t598,w237,3,3
t234,w434,5,3
t887,w817,3,3
t728,w342,4,4
t934,w127,5,5
t608,w590,3,3
t291,w475,5,5
t648,w706,3,2
t1014,w683,3,3
t502,w410,5,5
t207,w552,3,3
t919,w268,5,5
t807,w666,3,3
t392,w520,5,5
t59,w708,5,4
t298,w737,5,5
t631,w593,2,2
t866,w446,3,3
t851,w692,3,3
t860,w2,1,3
t647,w313,3,3
t267,w384,5,4
t314,w575,3,2
t535,w529,5,5
t321,w764,3,3
t805,w787,3,2
t535,w263,5,5
t314,w709,3,2
t286,w557,2,2
t271,w832,5,5
t444,w760,1,1
t1001,w655,3,3
t473,w788,5,5
t263,w811,5,5
t187,w198,2,3
t212,w559,3,3
t564,w77,3,3
t230,w374,3,3
t565,w665,3,5
t958,w497,1,1
t427,w344,3,3
t840,w354,3,1
t969,w695,3,3
t769,w91,3,3
t658,w93,3,3
t792,w486,3,3
t634,w148,3,3
t470,w450,3,3
t938,w745,3,3
t542,w135,1,5
t399,w406,5,5
t654,w599,3,3
t907,w126,3,3
t147,w63,5,5
t316,w15,3,3
t269,w292,3,2
t624,w505,4,3
t327,w438,3,3
t774,w479,5,5
t192,w396,5,5
t316,w567,3,3
t48,w11,5,5
t196,w291,3,3
t85,w482,1,1
t15,w694,3,1
t357,w297,3,5
t415,w394,3,3
t692,w147,1,3
t661,w756,3,3
t88,w772,2,2
t163,w698,3,3
t927,w39,5,5
t895,w699,2,2
t522,w448,2,3
t103,w422,5,5
t392,w519,5,5
t119,w632,5,5
t328,w380,3,1
t891,w641,3,3
t50,w494,2,3
t998,w236,3,3
t91,w606,3,3
t820,w33,3,3
t228,w736,3,3
t230,w517,3,3
t640,w578,3,3
t30,w254,3,3
t346,w344,3,3
t393,w183,5,5
t969,w171,3,3
t621,w160,5,5
t692,w561,1,3
t721,w163,5,5
t579,w191,3,3
t435,w372,3,3
t124,w588,4,1
t857,w382,3,3
t921,w634,3,3
t374,w226,3,3
t237,w613,3,3
t473,w578,5,5
t717,w494,2,3
t224,w652,3,1
t775,w504,3,3
t61,w454,3,3
t777,w236,5,5
t653,w668,4,4
t984,w430,3,1
t188,w642,5,5
t391,w492,3,3
t300,w743,3,3
t555,w460,5,5
t261,w95,4,4
t916,w804,3,5
t806,w277,3,5
t522,w235,3,3
t873,w503,1,3
t766,w776,5,5
t192,w520,5,5
t119,w18,5,5
t751,w716,3,3
t673,w124,5,5
t441,w481,3,3
t16,w505,3,3
t126,w114,1,3
t1047,w184,3,3
t381,w26,3,1
t806,w680,5,5
t306,w206,5,5
t836,w38,3,3
t364,w360,5,5
t535,w453,5,5
t438,w84,3,3
t46,w325,3,2
t543,w87,3,3
t336,w11,3,3
t884,w78,3,3
t247,w126,3,3
t972,w93,3,1
t385,w193,4,1
t474,w518,3,3
t373,w236,3,3
t555,w273,5,5
t558,w442,3,3
t409,w534,1,3
t53,w126,3,3
t592,w13,5,3
t21,w645,1,5
t527,w594,3,3
t223,w807,5,4
t605,w233,5,5
t734,w14,5,5
t359,w741,2,3
t720,w315,5,5
t96,w634,1,3
t1005,w672,5,5
t1019,w772,5,5
t550,w769,5,5
t330,w664,3,3
t161,w519,3,3
t507,w267,5,3
t974,w374,3,3
t403,w545,3,3
t168,w481,3,3
t569,w96,3,3
t675,w454,4,4
t50,w279,3,3
t595,w524,5,5
t2,w386,3,3
t230,w384,3,3
t890,w334,3,3
t371,w543,3,3
t837,w644,3,3
t189,w396,5,1
t758,w822,1,1
t924,w217,2,3
t920,w476,4,5
t325,w540,3,3
t304,w326,3,3
t374,w126,3,3
t344,w569,5,5
t654,w500,1,3
t690,w713,1,1
t726,w816,3,3
t813,w47,2,3
t41,w278,5,5
t58,w727,3,3
t151,w431,5,5
t113,w239,5,5
t357,w322,1,5
t161,w280,3,3
t748,w462,5,5
t56,w598,5,4
t965,w489,3,3
t941,w643,1,3
t289,w764,3,3
t237,w419,3,3
t495,w283,3,3
t115,w658,3,1
t961,w726,5,5
t123,w427,3,3
t447,w133,4,4
t183,w739,4,4
t389,w273,3,3
t756,w829,3,3
t472,w407,3,3
t764,w130,3,3
t749,w280,3,3
t1015,w268,4,4
t528,w100,3,3
t792,w543,3,3
t604,w752,1,1
t630,w309,2,3
t265,w502,4,5
t338,w598,2,2
t140,w81,1,3
t638,w98,3,3
t272,w145,3,3
t46,w127,2,2
t839,w159,2,3
t896,w137,3,3
t727,w589,3,3
t803,w11,2,3
t1029,w146,5,5
t818,w60,5,5
t569,w1,3,3
t430,w307,2,3
t608,w696,3,3
t703,w773,3,3
t706,w477,3,3
t461,w54,3,3
t267,w110,4,4
t234,w336,3,3
t729,w374,3,3
t365,w83,3,3
t749,w356,3,3
t984,w246,3,1
t431,w707,3,3
t20,w245,2,2
t970,w333,3,3
t606,w390,1,1
t817,w283,3,3
t516,w465,3,3
t253,w820,2,3
t445,w344,3,3
t741,w721,2,3
t621,w355,5,5
t1,w159,3,3
t398,w184,5,5
t125,w757,3,3
t785,w520,5,1
t849,w773,5,5
t809,w184,3,3
t412,w737,3,3
t1050,w576,3,3
t336,w144,3,3
t480,w134,1,1
t52,w468,5,5
t664,w54,3,3
t276,w502,3,3
t66,w817,5,5
t401,w477,1,1
t679,w658,3,3
t254,w804,3,3
t525,w301,3,3
t184,w578,3,5
t729,w464,3,3
t910,w159,3,3
t653,w646,1,4
t277,w813,5,4
t944,w183,3,3
t731,w440,3,3
t331,w274,1,5
t811,w575,5,5
t886,w734,5,5
t522,w45,2,3
t749,w394,4,3
t918,w745,3,3
t714,w638,3,3
t817,w135,3,3
t720,w666,5,5
t805,w387,2,2
t753,w603,4,5
t435,w818,3,3
t104,w462,3,3
t710,w771,3,3
t140,w489,3,3
t1035,w463,3,3
t318,w536,3,1
t609,w209,5,5
t835,w679,3,3
t860,w109,1,3
t420,w379,3,3
t76,w389,5,5
t140,w67,3,3
t352,w419,3,3
t521,w759,5,5
t403,w745,3,3
t481,w826,4,5
t181,w760,1,3
t984,w132,3,1
t604,w65,4,1
t140,w505,1,3
t357,w583,3,5
t1,w24,3,3
t519,w395,3,3
t244,w537,3,3
t296,w326,3,3
t1025,w453,3,3
t296,w203,3,3
t357,w767,5,5
t668,w198,2,3
t310,w693,1,1
t340,w396,4,3
t208,w610,5,5
t525,w479,3,3
t86,w722,3,3
t245,w225,5,5
t78,w253,3,2
t58,w459,3,3
t18,w406,3,3
t441,w377,3,3
t548,w51,3,3
t799,w611,3,3
t217,w789,3,5
t608,w572,3,3
t216,w247,5,5
t321,w243,1,3
t269,w439,2,2
t509,w313,2,4
t521,w516,1,5
t903,w179,4,4
t825,w369,3,3
t505,w134,5,4
t783,w93,3,3
t113,w263,5,5
t286,w103,2,2
t364,w322,5,5
t520,w181,3,2
t825,w7,3,3
t145,w488,3,2
t561,w384,3,1
t909,w259,3,5
t886,w342,5,5
t923,w109,3,3
t563,w477,3,3
t679,w533,1,3
t886,w668,5,5
t333,w310,3,3
t872,w72,3,3
t447,w625,3,4
t889,w822,4,5
t333,w240,3,3
t796,w603,3,3
t795,w213,5,5
t675,w286,2,4
t706,w664,1,3
t634,w103,3,3
t414,w282,3,3
t182,w664,5,5
t239,w761,3,3
t394,w288,3,5
t209,w235,3,3
t538,w720,5,5
t731,w632,3,3
t559,w161,4,1
t285,w234,5,5
t339,w524,1,3
t119,w674,5,5
t716,w51,3,3
t421,w169,5,5
t572,w308,5,5
t836,w159,3,3
t852,w242,3,1
t715,w31,1,3
t281,w239,4,5
t984,w37,1,1
t633,w287,3,3
t96,w428,1,3
t828,w259,4,4
t731,w791,3,3
t975,w38,5,3
t538,w795,5,5
t353,w283,4,5
t186,w207,3,3
t778,w226,3,3
t868,w370,2,5
t879,w141,5,5
t164,w273,3,3
t764,w212,1,3
t401,w795,1,1
t951,w115,3,3
t811,w236,1,5
t935,w22,5,5
t993,w309,2,3
t807,w169,3,3
t746,w333,3,3
t652,w766,3,3
t901,w590,2,3
t636,w351,2,3
t14,w491,3,5
t130,w614,5,5
t1038,w625,3,3
t885,w619,5,5
t869,w122,5,5
t255,w761,3,3
t343,w276,5,5
t253,w19,2,3
t330,w189,3,3
t435,w247,3,3
t562,w726,3,3
t803,w722,3,3
t528,w128,3,3
t604,w657,4,1
t727,w332,3,3
t385,w594,1,1
t560,w615,3,2
t64,w644,3,5
t564,w684,3,3
t980,w442,3,5
t558,w463,2,3
t849,w220,5,5
t849,w30,5,5
t43,w74,3,3
t1042,w109,3,3
t861,w540,3,3
t828,w578,4,4
t413,w446,2,3
t176,w451,5,5
t761,w246,3,3
t45,w159,5,5
t301,w703,2,2
t434,w725,5,1
t390,w132,2,3
t78,w102,3,2
t374,w752,3,3
t969,w824,3,3
t443,w171,3,3
t559,w809,4,1
t662,w603,4,5
t644,w91,1,1
t1019,w40,5,5
t368,w268,1,3
t681,w413,3,3
t23,w329,3,3
t470,w298,3,3
t917,w752,3,3
t546,w397,5,5
t857,w605,3,3
t366,w251,3,3
t594,w372,3,3
t273,w140,3,3
t583,w554,5,5
t658,w687,3,3
t559,w463,4,1
t985,w642,2,5
t86,w476,3,3
t583,w313,5,5
t891,w89,3,3
t198,w233,5,3
t279,w804,3,5
t16,w489,3,3
t821,w235,4,5
t696,w578,2,3
t1009,w651,1,5
t163,w752,3,3
t647,w420,3,3
t155,w818,4,4
t183,w830,4,4
t593,w832,5,5
t647,w216,5,3
t216,w298,5,5
t203,w473,3,3
t312,w95,3,3
t807,w326,3,3
t62,w380,5,5
t531,w417,5,5
t745,w105,1,5
t599,w306,3,3
t55,w474,3,3
t937,w568,5,5
t726,w122,3,3
t29,w163,1,3
t878,w142,3,3
t891,w673,3,3
t634,w67,3,3
t130,w442,5,5
t896,w326,1,3
t467,w507,5,5
t66,w89,5,5
t998,w196,3,3
t616,w372,3,3
t872,w720,3,3
t943,w808,5,1
t195,w50,3,3
t364,w384,5,5
t1005,w741,5,5
t175,w669,5,5
t866,w401,3,3
t530,w378,5,4
t872,w832,3,3
t1043,w81,3,3
t558,w13,2,3
t98,w318,1,5
t116,w640,3,3
t797,w615,5,5
t353,w550,5,5
t284,w300,3,3
t202,w351,5,5
t330,w115,3,3
t785,w830,5,1
t896,w501,1,3
t524,w753,3,3
t364,w780,4,5
t138,w110,3,3
t816,w96,3,3
t102,w92,5,5
t306,w257,5,5
t536,w275,5,5
t909,w642,1,5
t428,w662,3,3
t397,w205,3,3
t486,w34,2,2
t835,w454,2,3
t176,w414,5,5
t428,w216,3,3
t88,w572,2,2
t804,w551,3,3
t543,w164,3,3
t216,w292,5,5
t754,w567,5,5
t536,w385,5,5
t956,w144,3,3
t730,w80,3,3
t405,w535,3,3
t561,w828,3,1
t704,w382,5,5
t883,w558,1,5
t561,w572,3,1
t310,w471,1,1
t24,w730,5,5
t211,w208,3,3
t802,w500,5,5
t436,w342,3,3
t665,w594,5,5
t1025,w11,3,3
t890,w402,3,3
t242,w103,5,5
t516,w505,3,3
t937,w552,5,5
t882,w706,5,5
t855,w251,3,3
t111,w597,3,3
t1035,w767,3,3
t437,w487,5,5
t794,w578,3,5
t108,w37,1,1
t309,w436,1,1
t433,w511,5,5
t181,w779,3,3
t357,w269,1,5
t577,w708,3,3
t1015,w664,4,4
t727,w469,3,3
t805,w86,2,2
t48,w755,5,5
t409,w221,1,3
t368,w213,1,3
t398,w389,5,5
t337,w148,3,3
t521,w495,5,5
t1040,w600,3,3
t0,w89,2,2
t577,w273,3,3
t473,w15,5,5
t415,w589,1,3
t722,w654,3,3
t634,w218,3,3
t917,w206,1,3
t873,w232,3,3
t106,w536,5,5
t737,w609,3,2
t900,w199,3,2
t917,w382,3,3
t560,w354,2,2
t948,w275,5,5
t946,w227,1,5
t815,w800,3,3
t326,w282,3,3
t901,w268,3,3
t706,w405,3,3
t623,w568,2,3
t742,w84,5,5
t592,w368,1,3
t337,w815,2,3
t0,w381,2,2
t163,w464,3,3
t9,w324,3,3
t140,w43,1,3
t38,w229,5,4
t480,w413,3,1
t788,w624,3,3
t289,w632,3,3
t55,w758,3,3
t225,w1,3,3
t500,w263,1,3
t576,w600,3,3
t537,w622,4,4
t722,w317,3,3
t352,w548,3,3
t494,w24,3,3
t302,w830,5,5
t368,w638,1,3
t364,w147,5,5
t1013,w409,2,3
t564,w207,3,3
t989,w772,3,3
t209,w196,3,3
t292,w60,3,3
t91,w395,3,3
t908,w109,3,3
t1000,w557,1,3
t951,w462,3,3
t561,w638,3,1
t227,w313,2,2
t742,w103,5,5
t809,w827,3,3
t905,w634,3,3
t496,w494,4,4
t230,w534,3,3
t409,w637,1,3
t318,w471,3,1
t867,w778,5,5
t973,w0,5,5
t104,w460,3,3
t1047,w178,3,3
t387,w534,2,2
t724,w307,5,5
t300,w717,3,3
t611,w415,3,3
t667,w198,2,4
t253,w273,3,3
t781,w497,3,3
t182,w376,5,5
t705,w335,3,3
t840,w263,5,1
t493,w245,3,3
t261,w696,4,4
t981,w601,3,3
t165,w825,5,5
t750,w48,3,3
t130,w728,5,5
t60,w812,5,5
t955,w640,2,3
t608,w65,3,3
t599,w617,2,3
t531,w478,5,5
t35,w492,5,5
t417,w75,3,3
t417,w395,3,3
t254,w428,3,3
t977,w391,3,3
t10,w391,3,3
t916,w402,5,5
t273,w273,3,3
t699,w160,3,3
t51,w316,5,5
t176,w57,5,5
t829,w579,3,3
t299,w469,3,3
t858,w308,3,3
t965,w60,3,3
t138,w310,3,3
t883,w23,5,5
t254,w813,3,3
t821,w45,5,5
t716,w403,3,3
t847,w244,5,3
t346,w549,3,3
t730,w200,3,3
t538,w486,5,5
t1043,w478,2,3
t1007,w34,3,3
t854,w195,5,5
t1015,w208,5,4
t760,w490,3,3
t246,w786,5,5
t18,w432,3,3
t438,w562,3,3
t1008,w729,3,3
t920,w14,1,5
t221,w553,3,3
t41,w733,4,5
t955,w811,3,3
t919,w170,5,5
t409,w505,1,3
t427,w323,3,3
t1013,w432,3,3
t64,w507,5,5
t349,w685,3,3
t1043,w368,3,3
t181,w348,3,3
t556,w753,3,3
t805,w433,3,2
t584,w679,3,3
t344,w625,5,5
t542,w648,3,5
t419,w347,3,2
t216,w213,1,5
t610,w294,4,3
t780,w56,4,3
t202,w125,5,5
t1,w299,3,3
t40,w474,5,5
t874,w66,5,5
t37,w643,1,3
t124,w476,1,1
t690,w807,3,1
t484,w301,1,5
t108,w738,5,1
t626,w425,3,3
t157,w308,2,5
t2,w644,3,3
t917,w189,3,3
t361,w33,3,3
t110,w125,3,2
t993,w109,3,3
t435,w728,3,3
t441,w375,3,3
t207,w112,3,3
t761,w430,3,3
t956,w766,3,3
t814,w48,5,5
t50,w764,3,3
t660,w303,3,3
t782,w362,1,3
t578,w446,2,2
t415,w154,3,3
t374,w399,3,3
t809,w219,2,3
t327,w687,3,3
t4,w409,3,3
t304,w203,3,3
t980,w11,5,5
t36,w280,5,5
t584,w815,3,3
t894,w457,4,3
t798,w718,1,3
t472,w502,3,3
t536,w377,1,5
t334,w406,5,5
t1019,w200,5,5
t140,w357,3,3
t728,w639,3,4
t559,w372,3,1
t941,w391,1,3
t605,w361,5,5
t1011,w536,3,3
t257,w369,5,5
t328,w82,5,1
t791,w788,3,3
t823,w451,3,3
t21,w699,5,5
t549,w347,3,3
t915,w253,3,3
t3,w785,1,3
t267,w253,4,4
t499,w208,3,3
t878,w121,3,3
t1023,w655,5,5
t427,w123,2,3
t222,w157,2,3
t679,w590,1,3
t947,w447,3,5
t292,w268,3,3
t715,w647,3,3
t570,w49,3,3
t41,w615,5,5
t560,w799,2,2
t106,w279,5,5
t557,w790,1,1
t198,w515,3,3
t201,w280,3,3
t818,w752,1,5
t296,w54,3,3
t1027,w754,3,3
t857,w773,3,3
t125,w159,3,3
t344,w405,5,5
t395,w313,4,5
t177,w700,2,2
t608,w63,3,3
t132,w41,3,3
t749,w20,3,3
t97,w2,1,3
t476,w799,5,5
t561,w193,1,1
t326,w111,3,3
t463,w95,3,3
t791,w630,1,3
t147,w805,5,5
t181,w126,1,3
t276,w532,3,3
t217,w233,5,5
t385,w806,3,1
t111,w88,3,3
t932,w519,5,5
t688,w347,3,3
t881,w494,4,3
t720,w54,5,5
t228,w650,3,3
t494,w522,3,3
t679,w265,1,3
t407,w663,3,3
t974,w311,3,3
t169,w18,3,3
t202,w30,5,5
t548,w808,3,3
t882,w8,5,5
t992,w518,5,5
t46,w284,3,2
t640,w607,3,3
t512,w451,3,3
t80,w219,3,1
t223,w644,5,4
t111,w225,3,3
t176,w722,5,5
t451,w700,5,5
t644,w316,1,1
t525,w664,3,3
t398,w200,5,5
t621,w592,5,5
t559,w57,3,1
t1018,w822,5,5
t156,w507,3,3
t364,w170,5,5
t212,w745,1,3
t999,w204,3,3
t740,w448,3,3
t535,w764,5,5
t289,w51,3,3
t431,w585,3,3
t277,w156,4,4
t638,w93,3,3
t606,w481,4,1
t1016,w730,3,3
t714,w368,3,3
t23,w689,3,3
t352,w785,3,3
t402,w448,1,3
t155,w816,5,4
t859,w74,5,5
t35,w822,5,5
t653,w441,3,4
t776,w645,2,3
t354,w453,4,4
t1043,w534,2,3
t1049,w246,3,5
t474,w650,3,3
t180,w148,5,5
t69,w307,5,4
t597,w607,4,3
t743,w830,3,3
t94,w524,5,5
t267,w86,5,4
t406,w442,3,3
t570,w102,3,3
t503,w786,3,3
t675,w584,4,4
t189,w156,5,1
t717,w471,2,3
t766,w203,5,5
t115,w680,1,1
t436,w188,3,3
t805,w798,2,2
t229,w520,3,3
t216,w37,5,5
t15,w486,3,1
t501,w61,3,3
t110,w823,3,2
t907,w302,3,3
t118,w124,3,3
t3,w504,3,3
t655,w432,3,5
t82,w769,2,2
t220,w807,3,3
t558,w268,2,3
t611,w84,3,3
t572,w499,5,5
t521,w98,1,5
t989,w678,3,3
t543,w395,3,3
t296,w517,3,3
t898,w492,3,3
t73,w379,5,4
t944,w77,3,3
t566,w102,1,5
t138,w520,3,3
t166,w1,3,3
t964,w767,1,5
t414,w305,3,3
t216,w214,5,5
t396,w515,1,3
t888,w725,3,3
t138,w240,1,3
t874,w362,5,5
t359,w785,2,3
t401,w82,1,1
t734,w38,5,5
t876,w175,5,1
t147,w479,5,5
t81,w501,5,5
t167,w581,3,3
t316,w253,3,3
t267,w558,5,4
t182,w387,5,5
t306,w135,5,5
t68,w166,3,3
t869,w18,5,5
t1049,w517,5,5
t696,w244,2,3
t64,w439,5,5
t258,w826,4,5
t690,w818,5,1
t714,w680,3,3
t274,w28,3,3
t533,w657,3,3
t486,w833,2,2
t987,w154,3,3
t545,w436,1,5
t88,w559,1,2
t326,w763,3,3
t75,w582,3,3
t6,w754,1,3
t421,w394,5,5
t1037,w162,3,3
t554,w642,1,1
t406,w497,3,3
t646,w410,3,3
t792,w730,3,3
t272,w429,3,3
t258,w497,5,5
t328,w664,1,1
t1004,w540,3,3
t633,w8,3,3
t409,w339,1,3
t984,w703,1,1
t901,w204,2,3
t6,w810,3,3
t76,w452,1,5
t586,w721,1,1
t385,w529,1,1
t553,w669,3,5
t703,w627,3,3
t277,w103,5,4
t675,w628,4,4
t822,w585,5,5
t745,w667,5,5
t482,w663,5,5
t537,w498,5,4
t138,w85,1,3
t695,w367,2,2
t465,w643,5,5
t543,w75,3,3
t471,w657,5,5
t204,w760,3,3
t369,w0,3,3
t441,w275,3,3
t818,w95,5,5
t1003,w179,3,3
t572,w325,5,5
t688,w143,3,3
t851,w492,3,3
t461,w308,3,3
t207,w51,3,3
t435,w265,3,3
t663,w48,3,2
t420,w329,3,3
t723,w237,3,3
t68,w681,3,3
t93,w697,1,3
t1006,w745,5,5
t1040,w323,3,3
t824,w272,5,5
t921,w293,3,3
t275,w790,3,3
t569,w668,3,3
t613,w32,3,3
t361,w336,3,3
t1004,w302,3,3
t64,w807,5,5
t486,w711,3,2
t1032,w717,5,5
t290,w28,3,3
t182,w720,5,5
t402,w765,3,3
t948,w57,5,5
t41,w618,4,5
t775,w211,3,3
t264,w310,5,5
t901,w276,3,3
t789,w372,3,3
t507,w760,1,3
t803,w33,3,3
t701,w639,5,5
t786,w639,5,4
t552,w584,3,5
t458,w114,5,5
t729,w511,3,3
t945,w656,2,3
t2,w418,3,3
t357,w511,4,5
t735,w593,3,3
t794,w388,5,5
t851,w35,3,3
t776,w485,3,3
t211,w15,1,3
t471,w606,5,5
t505,w722,2,4
t438,w39,3,3
t152,w227,5,5
t857,w30,3,3
t727,w9,3,3
t636,w823,5,3
t339,w253,3,3
t921,w36,3,3
t76,w196,5,5
t240,w579,3,3
t202,w627,5,5
t811,w696,5,5
t954,w612,3,3
t598,w624,1,3
t313,w455,5,5
t890,w435,3,3
t900,w115,2,2
t706,w569,3,3
t409,w763,3,3
t460,w406,4,4
t919,w614,5,5
t1040,w362,3,3
t63,w196,3,3
t435,w18,3,3
t616,w624,3,3
t1025,w144,3,3
t189,w397,1,1
t292,w745,1,3
t385,w578,1,1
t50,w723,3,3
t471,w584,5,5
t428,w146,3,3
t234,w467,3,3
t403,w830,3,3
t7,w518,3,3
t558,w494,2,3
t424,w566,3,3
t1006,w236,5,5
t894,w190,4,3
t592,w104,1,3
t106,w159,5,5
t334,w607,5,5
t885,w111,3,5
t329,w211,3,3
t55,w70,3,3
t304,w575,3,3
t774,w539,5,5
t695,w197,2,2
t905,w318,3,3
t922,w494,3,3
t965,w113,1,3
t152,w252,5,5
t721,w410,5,5
t364,w519,5,5
t21,w587,5,5
t502,w539,5,5
t139,w615,5,5
t761,w539,3,3
t873,w338,4,3
t247,w141,3,3
t577,w105,3,3
t1010,w546,5,5
t604,w129,4,1
t962,w321,3,3
t726,w618,3,3
t924,w493,2,3
t162,w481,3,3
t993,w379,2,3
t600,w120,5,4
t636,w743,3,3
t307,w50,3,3
t839,w817,2,3
t429,w294,3,3
